trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
A20131215SUN_066150_1..S02R,11:40:30,11:40:30,128S,26,,0,0,
A20131215SUN_066150_1..S02R,11:42:00,11:42:00,129S,27,,0,0,
A20131215SUN_066150_1..S02R,11:43:00,11:43:00,130S,28,,0,0,
A20131215SUN_066150_1..S02R,11:44:00,11:44:00,131S,29,,0,0,
A20131215SUN_066150_1..S02R,11:45:00,11:45:00,132S,30,,0,0,
A20131215SUN_066150_1..S02R,11:46:30,11:46:30,133S,31,,0,0,
A20131215SUN_066150_1..S02R,11:48:00,11:48:00,134S,32,,0,0,
A20131215SUN_066150_1..S02R,11:49:30,11:49:30,135S,33,,0,0,
A20131215SUN_066150_1..S02R,11:50:30,11:50:30,136S,34,,0,0,
A20131215SUN_066150_1..S02R,11:52:00,11:54:00,137S,35,,0,0,
A20131215SUN_066150_1..S02R,11:55:30,11:55:30,138S,36,,1,1,
A20131215SUN_066150_1..S02R,11:57:00,11:58:00,139S,37,,0,0,
A20131215SUN_066150_1..S02R,12:00:30,12:00:30,140S,38,,0,0,
A20131215SUN_072750_1..N02R,12:07:30,12:07:30,140N,1,,0,0,
A20131215SUN_072750_1..N02R,12:10:00,12:10:00,139N,2,,0,0,
A20131215SUN_072750_1..N02R,12:11:00,12:11:00,138N,3,,1,1,
A20131215SUN_072750_1..N02R,12:12:00,12:13:00,137N,4,,0,0,
A20131215SUN_072750_1..N02R,12:14:30,12:14:30,136N,5,,0,0,
A20131215SUN_072750_1..N02R,12:15:30,12:15:30,135N,6,,0,0,
A20131215SUN_072750_1..N02R,12:17:00,12:17:00,134N,7,,0,0,
A20131215SUN_072750_1..N02R,12:18:30,12:18:30,133N,8,,0,0,
A20131215SUN_072750_1..N02R,12:20:00,12:20:00,132N,9,,0,0,
A20131215SUN_072750_1..N02R,12:21:00,12:21:00,131N,10,,0,0,
A20131215SUN_072750_1..N02R,12:22:00,12:22:00,130N,11,,0,0,
A20131215SUN_072750_1..N02R,12:23:00,12:23:00,129N,12,,0,0,
A20131215SUN_072750_1..N02R,12:24:30,12:24:30,128N,13,,0,0,
A20131215SUN_072750_1..N02R,12:26:00,12:26:00,127N,14,,0,0,
A20131215SUN_072750_1..N02R,12:28:00,12:28:00,126N,15,,0,0,
A20131215SUN_072750_1..N02R,12:30:00,12:30:00,125N,16,,0,0,
A20131215SUN_072750_1..N02R,12:31:30,12:31:30,124N,17,,0,0,
A20131215SUN_072750_1..N02R,12:32:30,12:32:30,123N,18,,0,0,
A20131215SUN_072750_1..N02R,12:34:30,12:34:30,122N,19,,0,0,
A20131215SUN_072750_1..N02R,12:35:30,12:35:30,121N,20,,0,0,
A20131215SUN_072750_1..N02R,12:37:30,12:37:30,120N,21,,0,0,
A20131215SUN_072750_1..N02R,12:39:00,12:39:00,119N,22,,0,0,
A20131215SUN_072750_1..N02R,12:40:30,12:40:30,118N,23,,0,0,
A20131215SUN_072750_1..N02R,12:41:30,12:41:30,117N,24,,0,0,
A20131215SUN_072750_1..N02R,12:44:00,12:44:00,116N,25,,0,0,
A20131215SUN_072750_1..N02R,12:46:00,12:46:00,115N,26,,0,0,
A20131215SUN_072750_1..N02R,12:47:30,12:47:30,114N,27,,0,0,
A20131215SUN_072750_1..N02R,12:49:30,12:49:30,113N,28,,0,0,
A20131215SUN_072750_1..N02R,12:51:00,12:51:00,112N,29,,0,0,
A20131215SUN_072750_1..N02R,12:53:00,12:53:00,111N,30,,0,0,
A20131215SUN_072750_1..N02R,12:54:30,12:54:30,110N,31,,0,0,
A20131215SUN_072750_1..N02R,12:55:30,12:55:30,109N,32,,0,0,
A20131215SUN_072750_1..N02R,12:57:00,12:57:00,108N,33,,0,0,
A20131215SUN_072750_1..N02R,12:58:30,12:58:30,107N,34,,0,0,
A20131215SUN_072750_1..N02R,13:00:00,13:00:00,106N,35,,0,0,
A20131215SUN_072750_1..N02R,13:01:30,13:01:30,104N,36,,0,0,
A20131215SUN_072750_1..N02R,13:03:00,13:03:00,103N,37,,0,0,
A20131215SUN_072750_1..N02R,13:04:30,13:04:30,101N,38,,0,0,
A20131215SUN_079750_1..S02R,13:17:30,13:17:30,101S,1,,0,0,
A20131215SUN_079750_1..S02R,13:19:00,13:19:00,103S,2,,0,0,
A20131215SUN_079750_1..S02R,13:20:30,13:20:30,104S,3,,0,0,
A20131215SUN_079750_1..S02R,13:22:00,13:22:00,106S,4,,0,0,
A20131215SUN_079750_1..S02R,13:23:30,13:23:30,107S,5,,0,0,
A20131215SUN_079750_1..S02R,13:24:30,13:24:30,108S,6,,0,0,
A20131215SUN_079750_1..S02R,13:26:00,13:26:00,109S,7,,0,0,
A20131215SUN_079750_1..S02R,13:27:30,13:27:30,110S,8,,0,0,
A20131215SUN_079750_1..S02R,13:29:00,13:29:00,111S,9,,0,0,
A20131215SUN_079750_1..S02R,13:31:00,13:31:00,112S,10,,0,0,
A20131215SUN_079750_1..S02R,13:32:30,13:32:30,113S,11,,0,0,
A20131215SUN_079750_1..S02R,13:34:30,13:34:30,114S,12,,0,0,
A20131215SUN_079750_1..S02R,13:36:00,13:36:00,115S,13,,0,0,
A20131215SUN_079750_1..S02R,13:37:30,13:37:30,116S,14,,0,0,
A20131215SUN_079750_1..S02R,13:40:00,13:40:00,117S,15,,0,0,
A20131215SUN_079750_1..S02R,13:41:00,13:41:00,118S,16,,0,0,
A20131215SUN_079750_1..S02R,13:42:00,13:42:00,119S,17,,0,0,
A20131215SUN_079750_1..S02R,13:44:00,13:44:00,120S,18,,0,0,
A20131215SUN_079750_1..S02R,13:46:00,13:46:00,121S,19,,0,0,
A20131215SUN_079750_1..S02R,13:47:00,13:47:00,122S,20,,0,0,
A20131215SUN_079750_1..S02R,13:48:30,13:48:30,123S,21,,0,0,
A20131215SUN_079750_1..S02R,13:50:00,13:50:00,124S,22,,0,0,
A20131215SUN_079750_1..S02R,13:51:30,13:51:30,125S,23,,0,0,
A20131215SUN_079750_1..S02R,13:53:30,13:53:30,126S,24,,0,0,
A20131215SUN_079750_1..S02R,13:55:00,13:55:00,127S,25,,0,0,
A20131215SUN_079750_1..S02R,13:56:30,13:56:30,128S,26,,0,0,
A20131215SUN_079750_1..S02R,13:58:00,13:58:00,129S,27,,0,0,
A20131215SUN_079750_1..S02R,13:59:00,13:59:00,130S,28,,0,0,
A20131215SUN_079750_1..S02R,14:00:00,14:00:00,131S,29,,0,0,
A20131215SUN_079750_1..S02R,14:01:00,14:01:00,132S,30,,0,0,
A20131215SUN_079750_1..S02R,14:02:30,14:02:30,133S,31,,0,0,
A20131215SUN_079750_1..S02R,14:04:00,14:04:00,134S,32,,0,0,
A20131215SUN_079750_1..S02R,14:05:30,14:05:30,135S,33,,0,0,
A20131215SUN_079750_1..S02R,14:06:30,14:06:30,136S,34,,0,0,
A20131215SUN_079750_1..S02R,14:08:00,14:10:00,137S,35,,0,0,
A20131215SUN_079750_1..S02R,14:11:30,14:11:30,138S,36,,1,1,
A20131215SUN_079750_1..S02R,14:13:00,14:14:00,139S,37,,0,0,
A20131215SUN_079750_1..S02R,14:16:30,14:16:30,140S,38,,0,0,
A20131215SUN_086350_1..N02R,14:23:30,14:23:30,140N,1,,0,0,
A20131215SUN_086350_1..N02R,14:26:00,14:26:00,139N,2,,0,0,
A20131215SUN_086350_1..N02R,14:27:00,14:27:00,138N,3,,1,1,
A20131215SUN_086350_1..N02R,14:28:00,14:29:00,137N,4,,0,0,
A20131215SUN_086350_1..N02R,14:30:30,14:30:30,136N,5,,0,0,
A20131215SUN_086350_1..N02R,14:31:30,14:31:30,135N,6,,0,0,
A20131215SUN_086350_1..N02R,14:33:00,14:33:00,134N,7,,0,0,
A20131215SUN_086350_1..N02R,14:34:30,14:34:30,133N,8,,0,0,
A20131215SUN_086350_1..N02R,14:36:00,14:36:00,132N,9,,0,0,
A20131215SUN_086350_1..N02R,14:37:00,14:37:00,131N,10,,0,0,
A20131215SUN_086350_1..N02R,14:38:00,14:38:00,130N,11,,0,0,
A20131215SUN_086350_1..N02R,14:39:00,14:39:00,129N,12,,0,0,
A20131215SUN_086350_1..N02R,14:40:30,14:40:30,128N,13,,0,0,
A20131215SUN_086350_1..N02R,14:42:00,14:42:00,127N,14,,0,0,
A20131215SUN_086350_1..N02R,14:44:00,14:44:00,126N,15,,0,0,
A20131215SUN_086350_1..N02R,14:46:00,14:46:00,125N,16,,0,0,
A20131215SUN_086350_1..N02R,14:47:30,14:47:30,124N,17,,0,0,
A20131215SUN_086350_1..N02R,14:48:30,14:48:30,123N,18,,0,0,
A20131215SUN_086350_1..N02R,14:50:30,14:50:30,122N,19,,0,0,
A20131215SUN_086350_1..N02R,14:51:30,14:51:30,121N,20,,0,0,
A20131215SUN_086350_1..N02R,14:53:30,14:53:30,120N,21,,0,0,
A20131215SUN_086350_1..N02R,14:55:00,14:55:00,119N,22,,0,0,
A20131215SUN_086350_1..N02R,14:56:30,14:56:30,118N,23,,0,0,
A20131215SUN_086350_1..N02R,14:57:30,14:57:30,117N,24,,0,0,
A20131215SUN_086350_1..N02R,15:00:00,15:00:00,116N,25,,0,0,
A20131215SUN_086350_1..N02R,15:02:00,15:02:00,115N,26,,0,0,
A20131215SUN_086350_1..N02R,15:03:30,15:03:30,114N,27,,0,0,
A20131215SUN_086350_1..N02R,15:05:30,15:05:30,113N,28,,0,0,
A20131215SUN_086350_1..N02R,15:07:00,15:07:00,112N,29,,0,0,
A20131215SUN_086350_1..N02R,15:09:00,15:09:00,111N,30,,0,0,
A20131215SUN_086350_1..N02R,15:10:30,15:10:30,110N,31,,0,0,
A20131215SUN_086350_1..N02R,15:11:30,15:11:30,109N,32,,0,0,
A20131215SUN_086350_1..N02R,15:13:00,15:13:00,108N,33,,0,0,
A20131215SUN_086350_1..N02R,15:14:30,15:14:30,107N,34,,0,0,
A20131215SUN_086350_1..N02R,15:16:00,15:16:00,106N,35,,0,0,
A20131215SUN_086350_1..N02R,15:17:30,15:17:30,104N,36,,0,0,
A20131215SUN_086350_1..N02R,15:19:00,15:19:00,103N,37,,0,0,
A20131215SUN_086350_1..N02R,15:20:30,15:20:30,101N,38,,0,0,
A20131215SUN_093350_1..S02R,15:33:30,15:33:30,101S,1,,0,0,
A20131215SUN_093350_1..S02R,15:35:00,15:35:00,103S,2,,0,0,
A20131215SUN_093350_1..S02R,15:36:30,15:36:30,104S,3,,0,0,
A20131215SUN_093350_1..S02R,15:38:00,15:38:00,106S,4,,0,0,
A20131215SUN_093350_1..S02R,15:39:30,15:39:30,107S,5,,0,0,
A20131215SUN_093350_1..S02R,15:40:30,15:40:30,108S,6,,0,0,
A20131215SUN_093350_1..S02R,15:42:00,15:42:00,109S,7,,0,0,
A20131215SUN_093350_1..S02R,15:43:30,15:43:30,110S,8,,0,0,
A20131215SUN_093350_1..S02R,15:45:00,15:45:00,111S,9,,0,0,
A20131215SUN_093350_1..S02R,15:47:00,15:47:00,112S,10,,0,0,
A20131215SUN_093350_1..S02R,15:48:30,15:48:30,113S,11,,0,0,
A20131215SUN_093350_1..S02R,15:50:30,15:50:30,114S,12,,0,0,
A20131215SUN_093350_1..S02R,15:52:00,15:52:00,115S,13,,0,0,
A20131215SUN_093350_1..S02R,15:53:30,15:53:30,116S,14,,0,0,
A20131215SUN_093350_1..S02R,15:56:00,15:56:00,117S,15,,0,0,
A20131215SUN_093350_1..S02R,15:57:00,15:57:00,118S,16,,0,0,
A20131215SUN_093350_1..S02R,15:58:00,15:58:00,119S,17,,0,0,
A20131215SUN_093350_1..S02R,16:00:00,16:00:00,120S,18,,0,0,
A20131215SUN_093350_1..S02R,16:02:00,16:02:00,121S,19,,0,0,
A20131215SUN_093350_1..S02R,16:03:00,16:03:00,122S,20,,0,0,
A20131215SUN_093350_1..S02R,16:04:30,16:04:30,123S,21,,0,0,
A20131215SUN_093350_1..S02R,16:06:00,16:06:00,124S,22,,0,0,
A20131215SUN_093350_1..S02R,16:07:30,16:07:30,125S,23,,0,0,
A20131215SUN_093350_1..S02R,16:09:30,16:09:30,126S,24,,0,0,
A20131215SUN_093350_1..S02R,16:11:00,16:11:00,127S,25,,0,0,
A20131215SUN_093350_1..S02R,16:12:30,16:12:30,128S,26,,0,0,
A20131215SUN_093350_1..S02R,16:14:00,16:14:00,129S,27,,0,0,
A20131215SUN_093350_1..S02R,16:15:00,16:15:00,130S,28,,0,0,
A20131215SUN_093350_1..S02R,16:16:00,16:16:00,131S,29,,0,0,
A20131215SUN_093350_1..S02R,16:17:00,16:17:00,132S,30,,0,0,
A20131215SUN_093350_1..S02R,16:18:30,16:18:30,133S,31,,0,0,
A20131215SUN_093350_1..S02R,16:20:00,16:20:00,134S,32,,0,0,
A20131215SUN_093350_1..S02R,16:21:30,16:21:30,135S,33,,0,0,
A20131215SUN_093350_1..S02R,16:22:30,16:22:30,136S,34,,0,0,
A20131215SUN_093350_1..S02R,16:24:00,16:26:00,137S,35,,0,0,
A20131215SUN_093350_1..S02R,16:27:30,16:27:30,138S,36,,1,1,
A20131215SUN_093350_1..S02R,16:29:00,16:30:00,139S,37,,0,0,
A20131215SUN_093350_1..S02R,16:32:30,16:32:30,140S,38,,0,0,
A20131215SUN_099950_1..N02R,16:39:30,16:39:30,140N,1,,0,0,
A20131215SUN_099950_1..N02R,16:42:00,16:42:00,139N,2,,0,0,
A20131215SUN_099950_1..N02R,16:43:00,16:43:00,138N,3,,1,1,
A20131215SUN_099950_1..N02R,16:44:00,16:45:00,137N,4,,0,0,
A20131215SUN_099950_1..N02R,16:46:30,16:46:30,136N,5,,0,0,
A20131215SUN_099950_1..N02R,16:47:30,16:47:30,135N,6,,0,0,
A20131215SUN_099950_1..N02R,16:49:00,16:49:00,134N,7,,0,0,
A20131215SUN_099950_1..N02R,16:50:30,16:50:30,133N,8,,0,0,
A20131215SUN_099950_1..N02R,16:52:00,16:52:00,132N,9,,0,0,
A20131215SUN_099950_1..N02R,16:53:00,16:53:00,131N,10,,0,0,
A20131215SUN_099950_1..N02R,16:54:00,16:54:00,130N,11,,0,0,
A20131215SUN_099950_1..N02R,16:55:00,16:55:00,129N,12,,0,0,
A20131215SUN_099950_1..N02R,16:56:30,16:56:30,128N,13,,0,0,
A20131215SUN_099950_1..N02R,16:58:00,16:58:00,127N,14,,0,0,
A20131215SUN_099950_1..N02R,17:00:00,17:00:00,126N,15,,0,0,
A20131215SUN_099950_1..N02R,17:02:00,17:02:00,125N,16,,0,0,
A20131215SUN_099950_1..N02R,17:03:30,17:03:30,124N,17,,0,0,
A20131215SUN_099950_1..N02R,17:04:30,17:04:30,123N,18,,0,0,
A20131215SUN_099950_1..N02R,17:06:30,17:06:30,122N,19,,0,0,
A20131215SUN_099950_1..N02R,17:07:30,17:07:30,121N,20,,0,0,
A20131215SUN_099950_1..N02R,17:09:30,17:09:30,120N,21,,0,0,
A20131215SUN_099950_1..N02R,17:11:00,17:11:00,119N,22,,0,0,
A20131215SUN_099950_1..N02R,17:12:30,17:12:30,118N,23,,0,0,
A20131215SUN_099950_1..N02R,17:13:30,17:13:30,117N,24,,0,0,
A20131215SUN_099950_1..N02R,17:16:00,17:16:00,116N,25,,0,0,
A20131215SUN_099950_1..N02R,17:18:00,17:18:00,115N,26,,0,0,
A20131215SUN_099950_1..N02R,17:19:30,17:19:30,114N,27,,0,0,
A20131215SUN_099950_1..N02R,17:21:30,17:21:30,113N,28,,0,0,
A20131215SUN_099950_1..N02R,17:23:00,17:23:00,112N,29,,0,0,
A20131215SUN_099950_1..N02R,17:25:00,17:25:00,111N,30,,0,0,
A20131215SUN_099950_1..N02R,17:26:30,17:26:30,110N,31,,0,0,
A20131215SUN_099950_1..N02R,17:27:30,17:27:30,109N,32,,0,0,
A20131215SUN_099950_1..N02R,17:29:00,17:29:00,108N,33,,0,0,
A20131215SUN_099950_1..N02R,17:30:30,17:30:30,107N,34,,0,0,
A20131215SUN_099950_1..N02R,17:32:00,17:32:00,106N,35,,0,0,
A20131215SUN_099950_1..N02R,17:33:30,17:33:30,104N,36,,0,0,
A20131215SUN_099950_1..N02R,17:35:00,17:35:00,103N,37,,0,0,
A20131215SUN_099950_1..N02R,17:36:30,17:36:30,101N,38,,0,0,
A20131215SUN_106950_1..S02R,17:49:30,17:49:30,101S,1,,0,0,
A20131215SUN_106950_1..S02R,17:51:00,17:51:00,103S,2,,0,0,
A20131215SUN_106950_1..S02R,17:52:30,17:52:30,104S,3,,0,0,
A20131215SUN_106950_1..S02R,17:54:00,17:54:00,106S,4,,0,0,
A20131215SUN_106950_1..S02R,17:55:30,17:55:30,107S,5,,0,0,
A20131215SUN_106950_1..S02R,17:56:30,17:56:30,108S,6,,0,0,
A20131215SUN_106950_1..S02R,17:58:00,17:58:00,109S,7,,0,0,
A20131215SUN_106950_1..S02R,17:59:30,17:59:30,110S,8,,0,0,
A20131215SUN_106950_1..S02R,18:01:00,18:01:00,111S,9,,0,0,
A20131215SUN_106950_1..S02R,18:03:00,18:03:00,112S,10,,0,0,
A20131215SUN_106950_1..S02R,18:04:30,18:04:30,113S,11,,0,0,
A20131215SUN_106950_1..S02R,18:06:30,18:06:30,114S,12,,0,0,
A20131215SUN_106950_1..S02R,18:08:00,18:08:00,115S,13,,0,0,
A20131215SUN_106950_1..S02R,18:09:30,18:09:30,116S,14,,0,0,
A20131215SUN_106950_1..S02R,18:12:00,18:12:00,117S,15,,0,0,
A20131215SUN_106950_1..S02R,18:13:00,18:13:00,118S,16,,0,0,
A20131215SUN_106950_1..S02R,18:14:00,18:14:00,119S,17,,0,0,
A20131215SUN_106950_1..S02R,18:16:00,18:16:00,120S,18,,0,0,
A20131215SUN_106950_1..S02R,18:18:00,18:18:00,121S,19,,0,0,
A20131215SUN_106950_1..S02R,18:19:00,18:19:00,122S,20,,0,0,
A20131215SUN_106950_1..S02R,18:20:30,18:20:30,123S,21,,0,0,
A20131215SUN_106950_1..S02R,18:22:00,18:22:00,124S,22,,0,0,
A20131215SUN_106950_1..S02R,18:23:30,18:23:30,125S,23,,0,0,
A20131215SUN_106950_1..S02R,18:25:30,18:25:30,126S,24,,0,0,
A20131215SUN_106950_1..S02R,18:27:00,18:27:00,127S,25,,0,0,
A20131215SUN_106950_1..S02R,18:28:30,18:28:30,128S,26,,0,0,
A20131215SUN_106950_1..S02R,18:30:00,18:30:00,129S,27,,0,0,
A20131215SUN_106950_1..S02R,18:31:00,18:31:00,130S,28,,0,0,
A20131215SUN_106950_1..S02R,18:32:00,18:32:00,131S,29,,0,0,
A20131215SUN_106950_1..S02R,18:33:00,18:33:00,132S,30,,0,0,
A20131215SUN_106950_1..S02R,18:34:30,18:34:30,133S,31,,0,0,
A20131215SUN_106950_1..S02R,18:36:00,18:36:00,134S,32,,0,0,
A20131215SUN_106950_1..S02R,18:37:30,18:37:30,135S,33,,0,0,
A20131215SUN_106950_1..S02R,18:38:30,18:38:30,136S,34,,0,0,
A20131215SUN_106950_1..S02R,18:40:00,18:42:00,137S,35,,0,0,
A20131215SUN_106950_1..S02R,18:43:30,18:43:30,138S,36,,1,1,
A20131215SUN_106950_1..S02R,18:45:00,18:46:00,139S,37,,0,0,
A20131215SUN_106950_1..S02R,18:48:30,18:48:30,140S,38,,0,0,
A20131215SUN_113550_1..N02R,18:55:30,18:55:30,140N,1,,0,0,
A20131215SUN_113550_1..N02R,18:58:00,18:58:00,139N,2,,0,0,
A20131215SUN_113550_1..N02R,18:59:00,18:59:00,138N,3,,1,1,
A20131215SUN_113550_1..N02R,19:00:00,19:01:00,137N,4,,0,0,
A20131215SUN_113550_1..N02R,19:02:30,19:02:30,136N,5,,0,0,
A20131215SUN_113550_1..N02R,19:03:30,19:03:30,135N,6,,0,0,
A20131215SUN_113550_1..N02R,19:05:00,19:05:00,134N,7,,0,0,
A20131215SUN_113550_1..N02R,19:06:30,19:06:30,133N,8,,0,0,
A20131215SUN_113550_1..N02R,19:08:00,19:08:00,132N,9,,0,0,
A20131215SUN_113550_1..N02R,19:09:00,19:09:00,131N,10,,0,0,
A20131215SUN_113550_1..N02R,19:10:00,19:10:00,130N,11,,0,0,
A20131215SUN_113550_1..N02R,19:11:00,19:11:00,129N,12,,0,0,
A20131215SUN_113550_1..N02R,19:12:30,19:12:30,128N,13,,0,0,
A20131215SUN_113550_1..N02R,19:14:00,19:14:00,127N,14,,0,0,
A20131215SUN_113550_1..N02R,19:16:00,19:16:00,126N,15,,0,0,
A20131215SUN_113550_1..N02R,19:18:00,19:18:00,125N,16,,0,0,
A20131215SUN_113550_1..N02R,19:19:30,19:19:30,124N,17,,0,0,
A20131215SUN_113550_1..N02R,19:20:30,19:20:30,123N,18,,0,0,
A20131215SUN_113550_1..N02R,19:22:30,19:22:30,122N,19,,0,0,
A20131215SUN_113550_1..N02R,19:23:30,19:23:30,121N,20,,0,0,
A20131215SUN_113550_1..N02R,19:25:30,19:25:30,120N,21,,0,0,
A20131215SUN_113550_1..N02R,19:27:00,19:27:00,119N,22,,0,0,
A20131215SUN_113550_1..N02R,19:28:30,19:28:30,118N,23,,0,0,
A20131215SUN_113550_1..N02R,19:29:30,19:29:30,117N,24,,0,0,
A20131215SUN_113550_1..N02R,19:32:00,19:32:00,116N,25,,0,0,
A20131215SUN_113550_1..N02R,19:34:00,19:34:00,115N,26,,0,0,
A20131215SUN_113550_1..N02R,19:35:30,19:35:30,114N,27,,0,0,
A20131215SUN_113550_1..N02R,19:37:30,19:37:30,113N,28,,0,0,
A20131215SUN_113550_1..N02R,19:39:00,19:39:00,112N,29,,0,0,
A20131215SUN_113550_1..N02R,19:41:00,19:41:00,111N,30,,0,0,
A20131215SUN_113550_1..N02R,19:42:30,19:42:30,110N,31,,0,0,
A20131215SUN_113550_1..N02R,19:43:30,19:43:30,109N,32,,0,0,
A20131215SUN_113550_1..N02R,19:45:00,19:45:00,108N,33,,0,0,
A20131215SUN_113550_1..N02R,19:46:30,19:46:30,107N,34,,0,0,
A20131215SUN_113550_1..N02R,19:48:00,19:48:00,106N,35,,0,0,
A20131215SUN_113550_1..N02R,19:49:30,19:49:30,104N,36,,0,0,
A20131215SUN_113550_1..N02R,19:51:00,19:51:00,103N,37,,0,0,
A20131215SUN_113550_1..N02R,19:52:30,19:52:30,101N,38,,0,0,
A20131215SUN_120550_1..S02R,20:05:30,20:05:30,101S,1,,0,0,
A20131215SUN_120550_1..S02R,20:07:00,20:07:00,103S,2,,0,0,
A20131215SUN_120550_1..S02R,20:08:30,20:08:30,104S,3,,0,0,
A20131215SUN_120550_1..S02R,20:10:00,20:10:00,106S,4,,0,0,
A20131215SUN_120550_1..S02R,20:11:30,20:11:30,107S,5,,0,0,
A20131215SUN_120550_1..S02R,20:12:30,20:12:30,108S,6,,0,0,
A20131215SUN_120550_1..S02R,20:14:00,20:14:00,109S,7,,0,0,
A20131215SUN_120550_1..S02R,20:15:30,20:15:30,110S,8,,0,0,
A20131215SUN_120550_1..S02R,20:17:00,20:17:00,111S,9,,0,0,
A20131215SUN_120550_1..S02R,20:19:00,20:19:00,112S,10,,0,0,
A20131215SUN_120550_1..S02R,20:20:30,20:20:30,113S,11,,0,0,
A20131215SUN_120550_1..S02R,20:22:30,20:22:30,114S,12,,0,0,
A20131215SUN_120550_1..S02R,20:24:00,20:24:00,115S,13,,0,0,
A20131215SUN_120550_1..S02R,20:25:30,20:25:30,116S,14,,0,0,
A20131215SUN_120550_1..S02R,20:28:00,20:28:00,117S,15,,0,0,
A20131215SUN_120550_1..S02R,20:29:00,20:29:00,118S,16,,0,0,
A20131215SUN_120550_1..S02R,20:30:00,20:30:00,119S,17,,0,0,
A20131215SUN_120550_1..S02R,20:32:00,20:32:00,120S,18,,0,0,
A20131215SUN_120550_1..S02R,20:34:00,20:34:00,121S,19,,0,0,
A20131215SUN_120550_1..S02R,20:35:00,20:35:00,122S,20,,0,0,
A20131215SUN_120550_1..S02R,20:36:30,20:36:30,123S,21,,0,0,
A20131215SUN_120550_1..S02R,20:38:00,20:38:00,124S,22,,0,0,
A20131215SUN_120550_1..S02R,20:39:30,20:39:30,125S,23,,0,0,
A20131215SUN_120550_1..S02R,20:41:30,20:41:30,126S,24,,0,0,
A20131215SUN_120550_1..S02R,20:43:00,20:43:00,127S,25,,0,0,
A20131215SUN_120550_1..S02R,20:44:30,20:44:30,128S,26,,0,0,
A20131215SUN_120550_1..S02R,20:46:00,20:46:00,129S,27,,0,0,
A20131215SUN_120550_1..S02R,20:47:00,20:47:00,130S,28,,0,0,
A20131215SUN_120550_1..S02R,20:48:00,20:48:00,131S,29,,0,0,
A20131215SUN_120550_1..S02R,20:49:00,20:49:00,132S,30,,0,0,
A20131215SUN_120550_1..S02R,20:50:30,20:50:30,133S,31,,0,0,
A20131215SUN_120550_1..S02R,20:52:00,20:52:00,134S,32,,0,0,
A20131215SUN_120550_1..S02R,20:53:30,20:53:30,135S,33,,0,0,
A20131215SUN_120550_1..S02R,20:54:30,20:54:30,136S,34,,0,0,
A20131215SUN_120550_1..S02R,20:56:00,20:58:00,137S,35,,0,0,
A20131215SUN_120550_1..S02R,20:59:30,20:59:30,138S,36,,1,1,
A20131215SUN_120550_1..S02R,21:01:00,21:02:00,139S,37,,0,0,
A20131215SUN_120550_1..S02R,21:04:30,21:04:30,140S,38,,0,0,
A20131215SUN_127150_1..N02R,21:11:30,21:11:30,140N,1,,0,0,
A20131215SUN_127150_1..N02R,21:14:00,21:14:00,139N,2,,0,0,
A20131215SUN_127150_1..N02R,21:15:00,21:15:00,138N,3,,1,1,
A20131215SUN_127150_1..N02R,21:16:00,21:17:00,137N,4,,0,0,
A20131215SUN_127150_1..N02R,21:18:30,21:18:30,136N,5,,0,0,
A20131215SUN_127150_1..N02R,21:19:30,21:19:30,135N,6,,0,0,
A20131215SUN_127150_1..N02R,21:21:00,21:21:00,134N,7,,0,0,
A20131215SUN_127150_1..N02R,21:22:30,21:22:30,133N,8,,0,0,
A20131215SUN_127150_1..N02R,21:24:00,21:24:00,132N,9,,0,0,
A20131215SUN_127150_1..N02R,21:25:00,21:25:00,131N,10,,0,0,
A20131215SUN_127150_1..N02R,21:26:00,21:26:00,130N,11,,0,0,
A20131215SUN_127150_1..N02R,21:27:00,21:27:00,129N,12,,0,0,
A20131215SUN_127150_1..N02R,21:28:30,21:28:30,128N,13,,0,0,
A20131215SUN_127150_1..N02R,21:30:00,21:30:00,127N,14,,0,0,
A20131215SUN_127150_1..N02R,21:32:00,21:32:00,126N,15,,0,0,
A20131215SUN_127150_1..N02R,21:34:00,21:34:00,125N,16,,0,0,
A20131215SUN_127150_1..N02R,21:35:30,21:35:30,124N,17,,0,0,
A20131215SUN_127150_1..N02R,21:36:30,21:36:30,123N,18,,0,0,
A20131215SUN_127150_1..N02R,21:38:30,21:38:30,122N,19,,0,0,
A20131215SUN_127150_1..N02R,21:39:30,21:39:30,121N,20,,0,0,
A20131215SUN_127150_1..N02R,21:41:30,21:41:30,120N,21,,0,0,
A20131215SUN_127150_1..N02R,21:43:00,21:43:00,119N,22,,0,0,
A20131215SUN_127150_1..N02R,21:44:30,21:44:30,118N,23,,0,0,
A20131215SUN_127150_1..N02R,21:45:30,21:45:30,117N,24,,0,0,
A20131215SUN_127150_1..N02R,21:48:00,21:48:00,116N,25,,0,0,
A20131215SUN_127150_1..N02R,21:50:00,21:50:00,115N,26,,0,0,
A20131215SUN_127150_1..N02R,21:51:30,21:51:30,114N,27,,0,0,
A20131215SUN_127150_1..N02R,21:53:30,21:53:30,113N,28,,0,0,
A20131215SUN_127150_1..N02R,21:55:00,21:55:00,112N,29,,0,0,
A20131215SUN_127150_1..N02R,21:57:00,21:57:00,111N,30,,0,0,
A20131215SUN_127150_1..N02R,21:58:30,21:58:30,110N,31,,0,0,
