trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
A20131215SAT_104750_1..S02R,18:23:00,18:24:00,139S,37,,0,0,
A20131215SAT_104750_1..S02R,18:26:30,18:26:30,140S,38,,0,0,
A20131215SAT_111350_1..N02R,18:33:30,18:33:30,140N,1,,0,0,
A20131215SAT_111350_1..N02R,18:36:00,18:36:00,139N,2,,0,0,
A20131215SAT_111350_1..N02R,18:37:00,18:37:00,138N,3,,1,1,
A20131215SAT_111350_1..N02R,18:38:00,18:39:00,137N,4,,0,0,
A20131215SAT_111350_1..N02R,18:40:30,18:40:30,136N,5,,0,0,
A20131215SAT_111350_1..N02R,18:41:30,18:41:30,135N,6,,0,0,
A20131215SAT_111350_1..N02R,18:43:00,18:43:00,134N,7,,0,0,
A20131215SAT_111350_1..N02R,18:44:30,18:44:30,133N,8,,0,0,
A20131215SAT_111350_1..N02R,18:46:00,18:46:00,132N,9,,0,0,
A20131215SAT_111350_1..N02R,18:47:00,18:47:00,131N,10,,0,0,
A20131215SAT_111350_1..N02R,18:48:00,18:48:00,130N,11,,0,0,
A20131215SAT_111350_1..N02R,18:49:00,18:49:00,129N,12,,0,0,
A20131215SAT_111350_1..N02R,18:50:30,18:50:30,128N,13,,0,0,
A20131215SAT_111350_1..N02R,18:52:00,18:52:00,127N,14,,0,0,
A20131215SAT_111350_1..N02R,18:54:00,18:54:00,126N,15,,0,0,
A20131215SAT_111350_1..N02R,18:56:00,18:56:00,125N,16,,0,0,
A20131215SAT_111350_1..N02R,18:57:30,18:57:30,124N,17,,0,0,
A20131215SAT_111350_1..N02R,18:58:30,18:58:30,123N,18,,0,0,
A20131215SAT_111350_1..N02R,19:00:30,19:00:30,122N,19,,0,0,
A20131215SAT_111350_1..N02R,19:01:30,19:01:30,121N,20,,0,0,
A20131215SAT_111350_1..N02R,19:03:30,19:03:30,120N,21,,0,0,
A20131215SAT_111350_1..N02R,19:05:00,19:05:00,119N,22,,0,0,
A20131215SAT_111350_1..N02R,19:06:30,19:06:30,118N,23,,0,0,
A20131215SAT_111350_1..N02R,19:07:30,19:07:30,117N,24,,0,0,
A20131215SAT_111350_1..N02R,19:10:00,19:10:00,116N,25,,0,0,
A20131215SAT_111350_1..N02R,19:12:00,19:12:00,115N,26,,0,0,
A20131215SAT_111350_1..N02R,19:13:30,19:13:30,114N,27,,0,0,
A20131215SAT_111350_1..N02R,19:15:30,19:15:30,113N,28,,0,0,
A20131215SAT_111350_1..N02R,19:17:00,19:17:00,112N,29,,0,0,
A20131215SAT_111350_1..N02R,19:19:00,19:19:00,111N,30,,0,0,
A20131215SAT_111350_1..N02R,19:20:30,19:20:30,110N,31,,0,0,
A20131215SAT_111350_1..N02R,19:21:30,19:21:30,109N,32,,0,0,
A20131215SAT_111350_1..N02R,19:23:00,19:23:00,108N,33,,0,0,
A20131215SAT_111350_1..N02R,19:24:30,19:24:30,107N,34,,0,0,
A20131215SAT_111350_1..N02R,19:26:00,19:26:00,106N,35,,0,0,
A20131215SAT_111350_1..N02R,19:27:30,19:27:30,104N,36,,0,0,
A20131215SAT_111350_1..N02R,19:29:00,19:29:00,103N,37,,0,0,
A20131215SAT_111350_1..N02R,19:30:30,19:30:30,101N,38,,0,0,
A20131215SAT_118350_1..S02R,19:43:30,19:43:30,101S,1,,0,0,
A20131215SAT_118350_1..S02R,19:45:00,19:45:00,103S,2,,0,0,
A20131215SAT_118350_1..S02R,19:46:30,19:46:30,104S,3,,0,0,
A20131215SAT_118350_1..S02R,19:48:00,19:48:00,106S,4,,0,0,
A20131215SAT_118350_1..S02R,19:49:30,19:49:30,107S,5,,0,0,
A20131215SAT_118350_1..S02R,19:50:30,19:50:30,108S,6,,0,0,
A20131215SAT_118350_1..S02R,19:52:00,19:52:00,109S,7,,0,0,
A20131215SAT_118350_1..S02R,19:53:30,19:53:30,110S,8,,0,0,
A20131215SAT_118350_1..S02R,19:55:00,19:55:00,111S,9,,0,0,
A20131215SAT_118350_1..S02R,19:57:00,19:57:00,112S,10,,0,0,
A20131215SAT_118350_1..S02R,19:58:30,19:58:30,113S,11,,0,0,
A20131215SAT_118350_1..S02R,20:00:30,20:00:30,114S,12,,0,0,
A20131215SAT_118350_1..S02R,20:02:00,20:02:00,115S,13,,0,0,
A20131215SAT_118350_1..S02R,20:03:30,20:03:30,116S,14,,0,0,
A20131215SAT_118350_1..S02R,20:06:00,20:06:00,117S,15,,0,0,
A20131215SAT_118350_1..S02R,20:07:00,20:07:00,118S,16,,0,0,
A20131215SAT_118350_1..S02R,20:08:00,20:08:00,119S,17,,0,0,
A20131215SAT_118350_1..S02R,20:10:00,20:10:00,120S,18,,0,0,
A20131215SAT_118350_1..S02R,20:12:00,20:12:00,121S,19,,0,0,
A20131215SAT_118350_1..S02R,20:13:00,20:13:00,122S,20,,0,0,
A20131215SAT_118350_1..S02R,20:14:30,20:14:30,123S,21,,0,0,
A20131215SAT_118350_1..S02R,20:16:00,20:16:00,124S,22,,0,0,
A20131215SAT_118350_1..S02R,20:17:30,20:17:30,125S,23,,0,0,
A20131215SAT_118350_1..S02R,20:19:30,20:19:30,126S,24,,0,0,
A20131215SAT_118350_1..S02R,20:21:00,20:21:00,127S,25,,0,0,
A20131215SAT_118350_1..S02R,20:22:30,20:22:30,128S,26,,0,0,
A20131215SAT_118350_1..S02R,20:24:00,20:24:00,129S,27,,0,0,
A20131215SAT_118350_1..S02R,20:25:00,20:25:00,130S,28,,0,0,
A20131215SAT_118350_1..S02R,20:26:00,20:26:00,131S,29,,0,0,
A20131215SAT_118350_1..S02R,20:27:00,20:27:00,132S,30,,0,0,
A20131215SAT_118350_1..S02R,20:28:30,20:28:30,133S,31,,0,0,
A20131215SAT_118350_1..S02R,20:30:00,20:30:00,134S,32,,0,0,
A20131215SAT_118350_1..S02R,20:31:30,20:31:30,135S,33,,0,0,
A20131215SAT_118350_1..S02R,20:32:30,20:32:30,136S,34,,0,0,
A20131215SAT_118350_1..S02R,20:34:00,20:36:00,137S,35,,0,0,
A20131215SAT_118350_1..S02R,20:37:30,20:37:30,138S,36,,1,1,
A20131215SAT_118350_1..S02R,20:39:00,20:40:00,139S,37,,0,0,
A20131215SAT_118350_1..S02R,20:42:30,20:42:30,140S,38,,0,0,
A20131215SAT_124950_1..N02R,20:49:30,20:49:30,140N,1,,0,0,
A20131215SAT_124950_1..N02R,20:52:00,20:52:00,139N,2,,0,0,
A20131215SAT_124950_1..N02R,20:53:00,20:53:00,138N,3,,1,1,
A20131215SAT_124950_1..N02R,20:54:00,20:55:00,137N,4,,0,0,
A20131215SAT_124950_1..N02R,20:56:30,20:56:30,136N,5,,0,0,
A20131215SAT_124950_1..N02R,20:57:30,20:57:30,135N,6,,0,0,
A20131215SAT_124950_1..N02R,20:59:00,20:59:00,134N,7,,0,0,
A20131215SAT_124950_1..N02R,21:00:30,21:00:30,133N,8,,0,0,
A20131215SAT_124950_1..N02R,21:02:00,21:02:00,132N,9,,0,0,
A20131215SAT_124950_1..N02R,21:03:00,21:03:00,131N,10,,0,0,
A20131215SAT_124950_1..N02R,21:04:00,21:04:00,130N,11,,0,0,
A20131215SAT_124950_1..N02R,21:05:00,21:05:00,129N,12,,0,0,
A20131215SAT_124950_1..N02R,21:06:30,21:06:30,128N,13,,0,0,
A20131215SAT_124950_1..N02R,21:08:00,21:08:00,127N,14,,0,0,
A20131215SAT_124950_1..N02R,21:10:00,21:10:00,126N,15,,0,0,
A20131215SAT_124950_1..N02R,21:12:00,21:12:00,125N,16,,0,0,
A20131215SAT_124950_1..N02R,21:13:30,21:13:30,124N,17,,0,0,
A20131215SAT_124950_1..N02R,21:14:30,21:14:30,123N,18,,0,0,
A20131215SAT_124950_1..N02R,21:16:30,21:16:30,122N,19,,0,0,
A20131215SAT_124950_1..N02R,21:17:30,21:17:30,121N,20,,0,0,
A20131215SAT_124950_1..N02R,21:19:30,21:19:30,120N,21,,0,0,
A20131215SAT_124950_1..N02R,21:21:00,21:21:00,119N,22,,0,0,
A20131215SAT_124950_1..N02R,21:22:30,21:22:30,118N,23,,0,0,
A20131215SAT_124950_1..N02R,21:23:30,21:23:30,117N,24,,0,0,
A20131215SAT_124950_1..N02R,21:26:00,21:26:00,116N,25,,0,0,
A20131215SAT_124950_1..N02R,21:28:00,21:28:00,115N,26,,0,0,
A20131215SAT_124950_1..N02R,21:29:30,21:29:30,114N,27,,0,0,
A20131215SAT_124950_1..N02R,21:31:30,21:31:30,113N,28,,0,0,
A20131215SAT_124950_1..N02R,21:33:00,21:33:00,112N,29,,0,0,
A20131215SAT_124950_1..N02R,21:35:00,21:35:00,111N,30,,0,0,
A20131215SAT_124950_1..N02R,21:36:30,21:36:30,110N,31,,0,0,
A20131215SAT_124950_1..N02R,21:37:30,21:37:30,109N,32,,0,0,
A20131215SAT_124950_1..N02R,21:39:00,21:39:00,108N,33,,0,0,
A20131215SAT_124950_1..N02R,21:40:30,21:40:30,107N,34,,0,0,
A20131215SAT_124950_1..N02R,21:42:00,21:42:00,106N,35,,0,0,
A20131215SAT_124950_1..N02R,21:43:30,21:43:30,104N,36,,0,0,
A20131215SAT_124950_1..N02R,21:45:00,21:45:00,103N,37,,0,0,
A20131215SAT_124950_1..N02R,21:46:30,21:46:30,101N,38,,0,0,
A20131215SAT_131950_1..S02R,21:59:30,21:59:30,101S,1,,0,0,
A20131215SAT_131950_1..S02R,22:01:00,22:01:00,103S,2,,0,0,
A20131215SAT_131950_1..S02R,22:02:30,22:02:30,104S,3,,0,0,
A20131215SAT_131950_1..S02R,22:04:00,22:04:00,106S,4,,0,0,
A20131215SAT_131950_1..S02R,22:05:30,22:05:30,107S,5,,0,0,
A20131215SAT_131950_1..S02R,22:06:30,22:06:30,108S,6,,0,0,
A20131215SAT_131950_1..S02R,22:08:00,22:08:00,109S,7,,0,0,
A20131215SAT_131950_1..S02R,22:09:30,22:09:30,110S,8,,0,0,
A20131215SAT_131950_1..S02R,22:11:00,22:11:00,111S,9,,0,0,
A20131215SAT_131950_1..S02R,22:13:00,22:13:00,112S,10,,0,0,
A20131215SAT_131950_1..S02R,22:14:30,22:14:30,113S,11,,0,0,
A20131215SAT_131950_1..S02R,22:16:30,22:16:30,114S,12,,0,0,
A20131215SAT_131950_1..S02R,22:18:00,22:18:00,115S,13,,0,0,
A20131215SAT_131950_1..S02R,22:19:30,22:19:30,116S,14,,0,0,
A20131215SAT_131950_1..S02R,22:22:00,22:22:00,117S,15,,0,0,
A20131215SAT_131950_1..S02R,22:23:00,22:23:00,118S,16,,0,0,
A20131215SAT_131950_1..S02R,22:24:00,22:24:00,119S,17,,0,0,
A20131215SAT_131950_1..S02R,22:26:00,22:26:00,120S,18,,0,0,
A20131215SAT_131950_1..S02R,22:28:00,22:28:00,121S,19,,0,0,
A20131215SAT_131950_1..S02R,22:29:00,22:29:00,122S,20,,0,0,
A20131215SAT_131950_1..S02R,22:30:30,22:30:30,123S,21,,0,0,
A20131215SAT_131950_1..S02R,22:32:00,22:32:00,124S,22,,0,0,
A20131215SAT_131950_1..S02R,22:33:30,22:33:30,125S,23,,0,0,
A20131215SAT_131950_1..S02R,22:35:30,22:35:30,126S,24,,0,0,
A20131215SAT_131950_1..S02R,22:37:00,22:37:00,127S,25,,0,0,
A20131215SAT_131950_1..S02R,22:38:30,22:38:30,128S,26,,0,0,
A20131215SAT_131950_1..S02R,22:40:00,22:40:00,129S,27,,0,0,
A20131215SAT_131950_1..S02R,22:41:00,22:41:00,130S,28,,0,0,
A20131215SAT_131950_1..S02R,22:42:00,22:42:00,131S,29,,0,0,
A20131215SAT_131950_1..S02R,22:43:00,22:43:00,132S,30,,0,0,
A20131215SAT_131950_1..S02R,22:44:30,22:44:30,133S,31,,0,0,
A20131215SAT_131950_1..S02R,22:46:00,22:46:00,134S,32,,0,0,
A20131215SAT_131950_1..S02R,22:47:30,22:47:30,135S,33,,0,0,
A20131215SAT_131950_1..S02R,22:48:30,22:48:30,136S,34,,0,0,
A20131215SAT_131950_1..S02R,22:50:00,22:52:00,137S,35,,0,0,
A20131215SAT_131950_1..S02R,22:53:30,22:53:30,138S,36,,1,1,
A20131215SAT_131950_1..S02R,22:55:00,22:56:00,139S,37,,0,0,
A20131215SAT_131950_1..S02R,22:58:30,22:58:30,140S,38,,0,0,
A20131215SAT_138550_1..N02R,23:05:30,23:05:30,140N,1,,0,0,
A20131215SAT_138550_1..N02R,23:08:00,23:08:00,139N,2,,0,0,
A20131215SAT_138550_1..N02R,23:09:00,23:09:00,138N,3,,1,1,
A20131215SAT_138550_1..N02R,23:10:00,23:11:00,137N,4,,0,0,
A20131215SAT_138550_1..N02R,23:12:30,23:12:30,136N,5,,0,0,
A20131215SAT_138550_1..N02R,23:13:30,23:13:30,135N,6,,0,0,
A20131215SAT_138550_1..N02R,23:15:00,23:15:00,134N,7,,0,0,
A20131215SAT_138550_1..N02R,23:16:30,23:16:30,133N,8,,0,0,
A20131215SAT_138550_1..N02R,23:18:00,23:18:00,132N,9,,0,0,
A20131215SAT_138550_1..N02R,23:19:00,23:19:00,131N,10,,0,0,
A20131215SAT_138550_1..N02R,23:20:00,23:20:00,130N,11,,0,0,
A20131215SAT_138550_1..N02R,23:21:00,23:21:00,129N,12,,0,0,
A20131215SAT_138550_1..N02R,23:22:30,23:22:30,128N,13,,0,0,
A20131215SAT_138550_1..N02R,23:24:00,23:24:00,127N,14,,0,0,
A20131215SAT_138550_1..N02R,23:26:00,23:26:00,126N,15,,0,0,
A20131215SAT_138550_1..N02R,23:28:00,23:28:00,125N,16,,0,0,
A20131215SAT_138550_1..N02R,23:29:30,23:29:30,124N,17,,0,0,
A20131215SAT_138550_1..N02R,23:30:30,23:30:30,123N,18,,0,0,
A20131215SAT_138550_1..N02R,23:32:30,23:32:30,122N,19,,0,0,
A20131215SAT_138550_1..N02R,23:33:30,23:33:30,121N,20,,0,0,
A20131215SAT_138550_1..N02R,23:35:30,23:35:30,120N,21,,0,0,
A20131215SAT_138550_1..N02R,23:37:00,23:37:00,119N,22,,0,0,
A20131215SAT_138550_1..N02R,23:38:30,23:38:30,118N,23,,0,0,
A20131215SAT_138550_1..N02R,23:39:30,23:39:30,117N,24,,0,0,
A20131215SAT_138550_1..N02R,23:42:00,23:42:00,116N,25,,0,0,
A20131215SAT_138550_1..N02R,23:44:00,23:44:00,115N,26,,0,0,
A20131215SAT_138550_1..N02R,23:45:30,23:45:30,114N,27,,0,0,
A20131215SAT_138550_1..N02R,23:47:30,23:47:30,113N,28,,0,0,
A20131215SAT_138550_1..N02R,23:49:00,23:49:00,112N,29,,0,0,
A20131215SAT_138550_1..N02R,23:51:00,23:51:00,111N,30,,0,0,
A20131215SAT_138550_1..N02R,23:52:30,23:52:30,110N,31,,0,0,
A20131215SAT_138550_1..N02R,23:53:30,23:53:30,109N,32,,0,0,
A20131215SAT_138550_1..N02R,23:55:00,23:55:00,108N,33,,0,0,
A20131215SAT_138550_1..N02R,23:56:30,23:56:30,107N,34,,0,0,
A20131215SAT_138550_1..N02R,23:58:00,23:58:00,106N,35,,0,0,
A20131215SAT_138550_1..N02R,23:59:30,23:59:30,104N,36,,0,0,
A20131215SAT_138550_1..N02R,24:01:00,24:01:00,103N,37,,0,0,
A20131215SAT_138550_1..N02R,24:02:30,24:02:30,101N,38,,0,0,
A20131215SAT_010550_1..S02R,01:45:30,01:45:30,101S,1,,0,0,
A20131215SAT_010550_1..S02R,01:47:00,01:47:00,103S,2,,0,0,
A20131215SAT_010550_1..S02R,01:48:30,01:48:30,104S,3,,0,0,
A20131215SAT_010550_1..S02R,01:50:00,01:50:00,106S,4,,0,0,
A20131215SAT_010550_1..S02R,01:51:30,01:51:30,107S,5,,0,0,
A20131215SAT_010550_1..S02R,01:52:30,01:52:30,108S,6,,0,0,
A20131215SAT_010550_1..S02R,01:54:00,01:54:00,109S,7,,0,0,
A20131215SAT_010550_1..S02R,01:55:30,01:55:30,110S,8,,0,0,
A20131215SAT_010550_1..S02R,01:57:00,01:57:00,111S,9,,0,0,
A20131215SAT_010550_1..S02R,01:59:00,01:59:00,112S,10,,0,0,
A20131215SAT_010550_1..S02R,02:00:30,02:00:30,113S,11,,0,0,
A20131215SAT_010550_1..S02R,02:02:30,02:02:30,114S,12,,0,0,
A20131215SAT_010550_1..S02R,02:04:00,02:04:00,115S,13,,0,0,
A20131215SAT_010550_1..S02R,02:05:30,02:05:30,116S,14,,0,0,
A20131215SAT_010550_1..S02R,02:08:00,02:08:00,117S,15,,0,0,
A20131215SAT_010550_1..S02R,02:09:00,02:09:00,118S,16,,0,0,
A20131215SAT_010550_1..S02R,02:10:00,02:10:00,119S,17,,0,0,
A20131215SAT_010550_1..S02R,02:12:00,02:12:00,120S,18,,0,0,
A20131215SAT_010550_1..S02R,02:14:00,02:14:00,121S,19,,0,0,
A20131215SAT_010550_1..S02R,02:15:00,02:15:00,122S,20,,0,0,
A20131215SAT_010550_1..S02R,02:16:30,02:16:30,123S,21,,0,0,
A20131215SAT_010550_1..S02R,02:18:00,02:18:00,124S,22,,0,0,
A20131215SAT_010550_1..S02R,02:19:30,02:19:30,125S,23,,0,0,
A20131215SAT_010550_1..S02R,02:21:30,02:21:30,126S,24,,0,0,
A20131215SAT_010550_1..S02R,02:23:00,02:23:00,127S,25,,0,0,
A20131215SAT_010550_1..S02R,02:24:30,02:24:30,128S,26,,0,0,
A20131215SAT_010550_1..S02R,02:25:30,02:25:30,129S,27,,0,0,
A20131215SAT_010550_1..S02R,02:26:30,02:26:30,130S,28,,0,0,
A20131215SAT_010550_1..S02R,02:27:30,02:27:30,131S,29,,0,0,
A20131215SAT_010550_1..S02R,02:28:30,02:28:30,132S,30,,0,0,
A20131215SAT_010550_1..S02R,02:30:00,02:30:00,133S,31,,0,0,
A20131215SAT_010550_1..S02R,02:31:30,02:31:30,134S,32,,0,0,
A20131215SAT_010550_1..S02R,02:33:30,02:33:30,135S,33,,0,0,
A20131215SAT_010550_1..S02R,02:34:30,02:34:30,136S,34,,0,0,
A20131215SAT_010550_1..S02R,02:35:30,02:37:30,137S,35,,0,0,
A20131215SAT_010550_1..S02R,02:39:00,02:39:00,138S,36,,1,1,
A20131215SAT_010550_1..S02R,02:40:30,02:41:30,139S,37,,0,0,
A20131215SAT_010550_1..S02R,02:44:00,02:44:00,140S,38,,0,0,
A20131215SAT_017450_1..N02R,02:54:30,02:54:30,140N,1,,0,0,
A20131215SAT_017450_1..N02R,02:57:00,02:57:00,139N,2,,0,0,
A20131215SAT_017450_1..N02R,02:58:00,02:58:00,138N,3,,1,1,
A20131215SAT_017450_1..N02R,02:59:00,02:59:00,137N,4,,0,0,
A20131215SAT_017450_1..N02R,03:00:30,03:00:30,136N,5,,0,0,
A20131215SAT_017450_1..N02R,03:01:30,03:01:30,135N,6,,0,0,
A20131215SAT_017450_1..N02R,03:03:00,03:03:00,134N,7,,0,0,
A20131215SAT_017450_1..N02R,03:04:30,03:04:30,133N,8,,0,0,
A20131215SAT_017450_1..N02R,03:06:00,03:06:00,132N,9,,0,0,
A20131215SAT_017450_1..N02R,03:07:00,03:07:00,131N,10,,0,0,
A20131215SAT_017450_1..N02R,03:08:00,03:08:00,130N,11,,0,0,
A20131215SAT_017450_1..N02R,03:09:00,03:09:00,129N,12,,0,0,
A20131215SAT_017450_1..N02R,03:10:30,03:10:30,128N,13,,0,0,
A20131215SAT_017450_1..N02R,03:12:00,03:12:00,127N,14,,0,0,
A20131215SAT_017450_1..N02R,03:14:00,03:14:00,126N,15,,0,0,
A20131215SAT_017450_1..N02R,03:16:00,03:16:00,125N,16,,0,0,
A20131215SAT_017450_1..N02R,03:17:30,03:17:30,124N,17,,0,0,
A20131215SAT_017450_1..N02R,03:18:30,03:18:30,123N,18,,0,0,
A20131215SAT_017450_1..N02R,03:20:00,03:20:00,122N,19,,0,0,
A20131215SAT_017450_1..N02R,03:21:30,03:21:30,121N,20,,0,0,
A20131215SAT_017450_1..N02R,03:23:00,03:23:00,120N,21,,0,0,
A20131215SAT_017450_1..N02R,03:24:30,03:24:30,119N,22,,0,0,
A20131215SAT_017450_1..N02R,03:26:00,03:26:00,118N,23,,0,0,
A20131215SAT_017450_1..N02R,03:27:00,03:27:00,117N,24,,0,0,
A20131215SAT_017450_1..N02R,03:29:00,03:29:00,116N,25,,0,0,
A20131215SAT_017450_1..N02R,03:31:00,03:31:00,115N,26,,0,0,
A20131215SAT_017450_1..N02R,03:32:30,03:32:30,114N,27,,0,0,
A20131215SAT_017450_1..N02R,03:34:30,03:34:30,113N,28,,0,0,
A20131215SAT_017450_1..N02R,03:36:30,03:36:30,112N,29,,0,0,
A20131215SAT_017450_1..N02R,03:38:30,03:38:30,111N,30,,0,0,
A20131215SAT_017450_1..N02R,03:40:00,03:40:00,110N,31,,0,0,
A20131215SAT_017450_1..N02R,03:41:00,03:41:00,109N,32,,0,0,
A20131215SAT_017450_1..N02R,03:42:30,03:42:30,108N,33,,0,0,
A20131215SAT_017450_1..N02R,03:44:00,03:44:00,107N,34,,0,0,
A20131215SAT_017450_1..N02R,03:45:30,03:45:30,106N,35,,0,0,
A20131215SAT_017450_1..N02R,03:47:00,03:47:00,104N,36,,0,0,
A20131215SAT_017450_1..N02R,03:48:30,03:48:30,103N,37,,0,0,
A20131215SAT_017450_1..N02R,03:50:00,03:50:00,101N,38,,0,0,
A20131215SAT_024550_1..S02R,04:05:30,04:05:30,101S,1,,0,0,
A20131215SAT_024550_1..S02R,04:07:00,04:07:00,103S,2,,0,0,
A20131215SAT_024550_1..S02R,04:08:30,04:08:30,104S,3,,0,0,
A20131215SAT_024550_1..S02R,04:10:00,04:10:00,106S,4,,0,0,
A20131215SAT_024550_1..S02R,04:11:30,04:11:30,107S,5,,0,0,
A20131215SAT_024550_1..S02R,04:12:30,04:12:30,108S,6,,0,0,
A20131215SAT_024550_1..S02R,04:14:00,04:14:00,109S,7,,0,0,
A20131215SAT_024550_1..S02R,04:15:30,04:15:30,110S,8,,0,0,
A20131215SAT_024550_1..S02R,04:17:00,04:17:00,111S,9,,0,0,
A20131215SAT_024550_1..S02R,04:19:00,04:19:00,112S,10,,0,0,
A20131215SAT_024550_1..S02R,04:20:30,04:20:30,113S,11,,0,0,
A20131215SAT_024550_1..S02R,04:22:30,04:22:30,114S,12,,0,0,
A20131215SAT_024550_1..S02R,04:24:00,04:24:00,115S,13,,0,0,
A20131215SAT_024550_1..S02R,04:25:30,04:25:30,116S,14,,0,0,
A20131215SAT_024550_1..S02R,04:28:00,04:28:00,117S,15,,0,0,
A20131215SAT_024550_1..S02R,04:29:00,04:29:00,118S,16,,0,0,
A20131215SAT_024550_1..S02R,04:30:00,04:30:00,119S,17,,0,0,
A20131215SAT_024550_1..S02R,04:32:00,04:32:00,120S,18,,0,0,
A20131215SAT_024550_1..S02R,04:34:00,04:34:00,121S,19,,0,0,
A20131215SAT_024550_1..S02R,04:35:00,04:35:00,122S,20,,0,0,
A20131215SAT_024550_1..S02R,04:36:30,04:36:30,123S,21,,0,0,
A20131215SAT_024550_1..S02R,04:38:00,04:38:00,124S,22,,0,0,
A20131215SAT_024550_1..S02R,04:39:30,04:39:30,125S,23,,0,0,
A20131215SAT_024550_1..S02R,04:41:30,04:41:30,126S,24,,0,0,
A20131215SAT_024550_1..S02R,04:43:00,04:43:00,127S,25,,0,0,
A20131215SAT_024550_1..S02R,04:44:30,04:44:30,128S,26,,0,0,
A20131215SAT_024550_1..S02R,04:45:30,04:45:30,129S,27,,0,0,
A20131215SAT_024550_1..S02R,04:46:30,04:46:30,130S,28,,0,0,
A20131215SAT_024550_1..S02R,04:47:30,04:47:30,131S,29,,0,0,
A20131215SAT_024550_1..S02R,04:48:30,04:48:30,132S,30,,0,0,
A20131215SAT_024550_1..S02R,04:50:00,04:50:00,133S,31,,0,0,
A20131215SAT_024550_1..S02R,04:51:30,04:51:30,134S,32,,0,0,
A20131215SAT_024550_1..S02R,04:53:30,04:53:30,135S,33,,0,0,
A20131215SAT_024550_1..S02R,04:54:30,04:54:30,136S,34,,0,0,
A20131215SAT_024550_1..S02R,04:55:30,04:57:30,137S,35,,0,0,
A20131215SAT_024550_1..S02R,04:59:00,04:59:00,138S,36,,1,1,
A20131215SAT_024550_1..S02R,05:00:30,05:01:30,139S,37,,0,0,
A20131215SAT_024550_1..S02R,05:04:00,05:04:00,140S,38,,0,0,
A20131215SAT_031450_1..N02R,05:14:30,05:14:30,140N,1,,0,0,
A20131215SAT_031450_1..N02R,05:17:00,05:17:00,139N,2,,0,0,
A20131215SAT_031450_1..N02R,05:18:00,05:18:00,138N,3,,1,1,
A20131215SAT_031450_1..N02R,05:19:00,05:19:00,137N,4,,0,0,
A20131215SAT_031450_1..N02R,05:20:30,05:20:30,136N,5,,0,0,
A20131215SAT_031450_1..N02R,05:21:30,05:21:30,135N,6,,0,0,
A20131215SAT_031450_1..N02R,05:23:00,05:23:00,134N,7,,0,0,
A20131215SAT_031450_1..N02R,05:24:30,05:24:30,133N,8,,0,0,
A20131215SAT_031450_1..N02R,05:26:00,05:26:00,132N,9,,0,0,
A20131215SAT_031450_1..N02R,05:27:00,05:27:00,131N,10,,0,0,
A20131215SAT_031450_1..N02R,05:28:00,05:28:00,130N,11,,0,0,
A20131215SAT_031450_1..N02R,05:29:00,05:29:00,129N,12,,0,0,
A20131215SAT_031450_1..N02R,05:30:30,05:30:30,128N,13,,0,0,
A20131215SAT_031450_1..N02R,05:32:00,05:32:00,127N,14,,0,0,
A20131215SAT_031450_1..N02R,05:34:00,05:34:00,126N,15,,0,0,
A20131215SAT_031450_1..N02R,05:36:00,05:36:00,125N,16,,0,0,
A20131215SAT_031450_1..N02R,05:37:30,05:37:30,124N,17,,0,0,
A20131215SAT_031450_1..N02R,05:38:30,05:38:30,123N,18,,0,0,
A20131215SAT_031450_1..N02R,05:40:00,05:40:00,122N,19,,0,0,
A20131215SAT_031450_1..N02R,05:41:30,05:41:30,121N,20,,0,0,
A20131215SAT_031450_1..N02R,05:43:00,05:43:00,120N,21,,0,0,
A20131215SAT_031450_1..N02R,05:44:30,05:44:30,119N,22,,0,0,
A20131215SAT_031450_1..N02R,05:46:00,05:46:00,118N,23,,0,0,
A20131215SAT_031450_1..N02R,05:47:00,05:47:00,117N,24,,0,0,
A20131215SAT_031450_1..N02R,05:49:00,05:49:00,116N,25,,0,0,
A20131215SAT_031450_1..N02R,05:51:00,05:51:00,115N,26,,0,0,
A20131215SAT_031450_1..N02R,05:52:30,05:52:30,114N,27,,0,0,
A20131215SAT_031450_1..N02R,05:54:30,05:54:30,113N,28,,0,0,
A20131215SAT_031450_1..N02R,05:56:30,05:56:30,112N,29,,0,0,
A20131215SAT_031450_1..N02R,05:58:30,05:58:30,111N,30,,0,0,
A20131215SAT_031450_1..N02R,06:00:00,06:00:00,110N,31,,0,0,
A20131215SAT_031450_1..N02R,06:01:00,06:01:00,109N,32,,0,0,
A20131215SAT_031450_1..N02R,06:02:30,06:02:30,108N,33,,0,0,
A20131215SAT_031450_1..N02R,06:04:00,06:04:00,107N,34,,0,0,
A20131215SAT_031450_1..N02R,06:05:30,06:05:30,106N,35,,0,0,
A20131215SAT_031450_1..N02R,06:07:00,06:07:00,104N,36,,0,0,
A20131215SAT_031450_1..N02R,06:08:30,06:08:30,103N,37,,0,0,
A20131215SAT_031450_1..N02R,06:10:00,06:10:00,101N,38,,0,0,
A20131215SAT_038350_1..S02R,06:23:30,06:23:30,101S,1,,0,0,
A20131215SAT_038350_1..S02R,06:25:00,06:25:00,103S,2,,0,0,
A20131215SAT_038350_1..S02R,06:26:30,06:26:30,104S,3,,0,0,
A20131215SAT_038350_1..S02R,06:28:00,06:28:00,106S,4,,0,0,
